position,token,L3_attention,L9_attention,difference,is_action_keyword,is_opponent_action,is_payoff
71,action,0.0003516077995300293,0.0008057579398155212,0.00045415014028549194,False,False,False
72,1,0.0007597953081130981,0.0020531117916107178,0.0012933164834976196,False,False,False
73,  ,0.0002683103084564209,0.00033618509769439697,6.787478923797607e-05,False,False,False
74,|,0.00024355947971343994,0.00048042088747024536,0.00023686140775680542,False,False,False
75,  ,9.298324584960938e-05,2.7321279048919678e-05,-6.56619668006897e-05,False,False,False
76,action,7.728487253189087e-05,8.705258369445801e-05,9.767711162567139e-06,False,False,False
77,2,0.00011186301708221436,0.0017117559909820557,0.0015998929738998413,False,False,False
78,  ,6.186962127685547e-05,0.0002810359001159668,0.00021916627883911133,False,False,False
79,|,0.00010927766561508179,0.0005725547671318054,0.00046327710151672363,False,False,False
80,"
",0.00130569189786911,0.0016297996044158936,0.00032410770654678345,False,False,False
81,            ,0.00024631619453430176,0.0001662224531173706,-8.009374141693115e-05,False,False,False
82,|,0.00023645907640457153,0.00021976977586746216,-1.6689300537109375e-05,False,False,False
83,---------,0.000563599169254303,0.0003162696957588196,-0.0002473294734954834,False,False,False
84,|,0.00025688856840133667,0.00019825994968414307,-5.8628618717193604e-05,False,False,False
85,-----------,0.0003613904118537903,0.0002707764506340027,-9.06139612197876e-05,False,False,False
86,|,0.00015884637832641602,8.133053779602051e-05,-7.751584053039551e-05,False,False,False
87,-----------,0.00014936178922653198,0.00015659630298614502,7.234513759613037e-06,False,False,False
88,|,0.00010414421558380127,0.0001072511076927185,3.1068921089172363e-06,False,False,False
89,"
",0.0013447478413581848,0.0019806474447250366,0.0006358996033668518,False,False,False
90,            ,0.000490829348564148,0.00020134449005126953,-0.0002894848585128784,False,False,False
91,|,0.00030535459518432617,0.00025837868452072144,-4.6975910663604736e-05,False,False,False
92, action,0.000245898962020874,0.0002501383423805237,4.239380359649658e-06,False,False,False
93,1,0.00028365105390548706,0.0006093010306358337,0.0003256499767303467,False,False,False
94, |,0.00021008402109146118,0.00023417174816131592,2.4087727069854736e-05,False,False,False
95,  ,8.361786603927612e-05,0.0001510530710220337,6.743520498275757e-05,False,False,False
96,3,0.0003907009959220886,0.0004449188709259033,5.42178750038147e-05,False,False,False
97,",",0.0003329664468765259,0.0005478188395500183,0.00021485239267349243,False,False,False
98, ,0.00028900057077407837,0.00011852383613586426,-0.0001704767346382141,False,False,False
99,3,0.00034643709659576416,0.00038502365350723267,3.8586556911468506e-05,False,False,False
100,     ,0.00043776631355285645,0.0005636662244796753,0.00012589991092681885,False,False,False
101,|,0.00020415335893630981,0.00035737454891204834,0.00015322118997573853,False,False,False
102,  ,0.00013020634651184082,7.887184619903564e-05,-5.1334500312805176e-05,False,False,False
103,0,0.0003313124179840088,0.0004383176565170288,0.00010700523853302002,False,False,False
104,",",0.00012554973363876343,0.00023926794528961182,0.00011371821165084839,False,False,False
105, ,0.00010301172733306885,0.0009126514196395874,0.0008096396923065186,False,False,False
106,4,0.00019478052854537964,0.0012380033731460571,0.0010432228446006775,False,False,False
107,     ,0.0001213178038597107,0.0003793090581893921,0.0002579912543296814,False,False,False
108,|,0.00011547654867172241,0.00024644285440444946,0.00013096630573272705,False,False,False
109,"
",0.0010372251272201538,0.004599064588546753,0.003561839461326599,False,False,False
110,            ,0.00025419890880584717,0.0018805116415023804,0.0016263127326965332,False,False,False
111,|,8.260458707809448e-05,0.0005201399326324463,0.0004375353455543518,False,False,False
112, action,7.253140211105347e-05,9.000301361083984e-05,1.7471611499786377e-05,False,False,False
113,2,0.00012137740850448608,0.0006275549530982971,0.000506177544593811,False,False,False
114, |,0.00017085671424865723,0.00014575570821762085,-2.5101006031036377e-05,False,False,False
115,  ,0.00011447817087173462,0.00011458247900009155,1.043081283569336e-07,False,False,False
116,4,0.00030360370874404907,0.0006938651204109192,0.0003902614116668701,False,False,False
117,",",0.00013107061386108398,0.00019413232803344727,6.306171417236328e-05,False,False,False
118, ,7.797777652740479e-05,0.0012667998671531677,0.001188822090625763,False,False,False
119,0,9.636580944061279e-05,0.0006857216358184814,0.0005893558263778687,False,False,False
120,     ,8.626282215118408e-05,0.00016959011554718018,8.33272933959961e-05,False,False,False
121,|,7.852911949157715e-05,0.000336572527885437,0.00025804340839385986,False,False,False
122,  ,7.311254739761353e-05,0.00017656385898590088,0.00010345131158828735,False,False,False
123,1,0.0001217275857925415,0.00041450560092926025,0.00029277801513671875,False,False,False
124,",",7.072091102600098e-05,0.00023427605628967285,0.00016355514526367188,False,False,False
125, ,4.961341619491577e-05,0.0012461021542549133,0.0011964887380599976,False,False,False
126,1,9.872764348983765e-05,0.00045705586671829224,0.0003583282232284546,False,False,False
127,     ,0.00019676238298416138,0.00040924549102783203,0.00021248310804367065,False,False,False
128,|,0.0001882985234260559,0.000292167067527771,0.00010386854410171509,False,False,False
129,"

",0.0027697235345840454,0.015508651733398438,0.012738928198814392,False,False,False
130,You,0.001003354787826538,0.012384891510009766,0.011381536722183228,False,False,False
131, have,0.0009773671627044678,0.003551572561264038,0.0025742053985595703,False,False,False
132, played,0.0020285844802856445,0.0006186068058013916,-0.001409977674484253,False,False,False
133, with,0.0010514706373214722,0.0002216920256614685,-0.0008297786116600037,False,False,False
134, this,0.0027218759059906006,0.000762544572353363,-0.0019593313336372375,False,False,False
135, opponent,0.0013302862644195557,0.001791924238204956,0.0004616379737854004,False,True,False
136, before,0.0009920597076416016,0.0008677393198013306,-0.000124320387840271,False,False,False
137,.,0.002084188163280487,0.002427518367767334,0.0003433302044868469,False,False,False
138, Last,0.0006077960133552551,0.0010416209697723389,0.00043382495641708374,False,False,False
139, time,0.001266568899154663,0.0005975961685180664,-0.0006689727306365967,False,False,False
140,",",0.0006620064377784729,0.000520758330821991,-0.00014124810695648193,False,False,False
141, you,0.00048038363456726074,0.0026332736015319824,0.0021528899669647217,False,False,False
142, played,0.000813998281955719,0.00028333812952041626,-0.0005306601524353027,False,False,False
143, action,0.0002522692084312439,0.0011984705924987793,0.0009462013840675354,False,False,False
144,1,0.0002690628170967102,0.0026419758796691895,0.0023729130625724792,False,False,False
145, and,0.0004524514079093933,0.0006015896797180176,0.00014913827180862427,False,False,False
146, they,0.0003038868308067322,0.00043069571256637573,0.00012680888175964355,False,False,False
147, played,0.0004884600639343262,0.0002650916576385498,-0.00022336840629577637,False,False,False
148, action,0.0002485737204551697,0.00016499310731887817,-8.35806131362915e-05,False,False,False
149,1,0.00028905272483825684,0.001544371247291565,0.001255318522453308,False,False,False
150,",",0.000282973051071167,0.000697307288646698,0.000414334237575531,False,False,False
151, so,0.000834926962852478,0.001974843442440033,0.001139916479587555,False,False,False
152, you,0.0003907829523086548,0.002729177474975586,0.002338394522666931,False,False,False
153, got,0.0005321353673934937,0.00029762834310531616,-0.0002345070242881775,False,False,False
154, ,0.00046136975288391113,0.000243358314037323,-0.00021801143884658813,False,False,False
155,3,0.0007674545049667358,0.0012845024466514587,0.0005170479416847229,False,False,False
156, points,0.0013557001948356628,0.0016365274786949158,0.00028082728385925293,False,False,True
157, and,0.0004915297031402588,0.001604519784450531,0.0011129900813102722,False,False,False
158, A,0.0002791285514831543,0.0021271705627441406,0.0018480420112609863,False,False,False
159, got,0.0002840682864189148,0.0002639666199684143,-2.0101666450500488e-05,False,False,False
160, ,0.0002700686454772949,5.1237642765045166e-05,-0.00021883100271224976,False,False,False
161,3,0.0005730688571929932,0.0010993704199790955,0.0005263015627861023,False,False,False
162, points,0.0006573349237442017,0.0006094798445701599,-4.785507917404175e-05,False,False,True
163,.,0.0015206784009933472,0.003936417400836945,0.0024157389998435974,False,False,False
164, What,0.002655237913131714,0.012578725814819336,0.009923487901687622,False,False,False
165, action,0.0011473298072814941,0.004945993423461914,0.00379866361618042,False,False,False
166, would,0.0017409473657608032,0.011571049690246582,0.009830102324485779,False,False,False
167, you,0.0006339326500892639,0.015184164047241211,0.014550231397151947,False,False,False
168, take,0.000802159309387207,0.006099283695220947,0.00529712438583374,False,False,False
169, in,0.0006802454590797424,0.002203419804573059,0.0015231743454933167,False,False,False
170, order,0.0028502345085144043,0.010561943054199219,0.0077117085456848145,False,False,False
171, to,0.0014713853597640991,0.0034013688564300537,0.0019299834966659546,False,False,False
172, achieve,0.00175514817237854,0.0005588233470916748,-0.0011963248252868652,False,False,False
173, the,0.0006437897682189941,0.0008140206336975098,0.00017023086547851562,False,False,False
174, highest,0.0009732767939567566,0.007260143756866455,0.0062868669629096985,False,False,False
175, possible,0.0008585378527641296,0.003225564956665039,0.0023670271039009094,False,False,False
176, score,0.0011669173836708069,0.0007775500416755676,-0.00038936734199523926,False,False,False
177, in,0.0005397051572799683,0.0012250393629074097,0.0006853342056274414,False,False,False
178, points,0.000295005738735199,0.0011757910251617432,0.0008807852864265442,False,False,True
179,?,0.0045090168714523315,0.01584315299987793,0.011334136128425598,False,False,False
180, Your,0.0014267191290855408,0.009816646575927734,0.008389927446842194,False,False,False
181, answer,0.0024506375193595886,0.005780637264251709,0.0033299997448921204,False,False,False
182, must,0.0007788166403770447,0.0028480887413024902,0.0020692721009254456,False,False,False
183, follow,0.0022682175040245056,0.0026487261056900024,0.0003805086016654968,False,False,False
184, this,0.0013790056109428406,0.0010387301445007324,-0.00034027546644210815,False,False,False
185, format,0.004908651113510132,0.0488448441028595,0.043936192989349365,False,False,False
186, exactly,0.0008876994252204895,0.019718319177627563,0.018830619752407074,False,False,False
187,:,0.002590268850326538,0.04724988341331482,0.04465961456298828,False,False,False
188, choose,0.0022650212049484253,0.0060867369174957275,0.0038217157125473022,False,False,False
189, either,0.004265539348125458,0.0035580694675445557,-0.0007074698805809021,False,False,False
190, action,0.0007447674870491028,0.004560649394989014,0.003815881907939911,False,False,False
191,2,0.0009662359952926636,0.01286625862121582,0.011900022625923157,False,False,False
192, or,0.0010178759694099426,0.004688620567321777,0.0036707445979118347,False,False,False
193, action,0.0003221184015274048,0.00040856003761291504,8.644163608551025e-05,False,False,False
194,1,0.000588640570640564,0.012407064437866211,0.011818423867225647,False,False,False
195,.,0.002998434007167816,0.017745018005371094,0.014746583998203278,False,False,False
196, Do,0.0027267038822174072,0.011335968971252441,0.008609265089035034,False,False,False
197, not,0.0016346946358680725,0.003126963973045349,0.0014922693371772766,False,False,False
198, explain,0.006014466285705566,0.009354829788208008,0.0033403635025024414,False,False,False
199, your,0.001544564962387085,0.002286851406097412,0.0007422864437103271,False,False,False
200, reasoning,0.0037056878209114075,0.01315927505493164,0.009453587234020233,False,False,False
201,.,0.0037043914198875427,0.12619304656982422,0.12248865514993668,False,False,False
202,"
",0.013820886611938477,0.014302730560302734,0.0004818439483642578,False,False,False
203,Your,0.00894579291343689,0.0021910667419433594,-0.00675472617149353,False,False,False
204, answer,0.014323681592941284,0.004376545548439026,-0.009947136044502258,False,False,False
205,:,0.014024786651134491,0.014833211898803711,0.00080842524766922,False,False,False
206,<end_of_turn>,0.013609528541564941,0.014689803123474121,0.0010802745819091797,False,False,False
207,"
",0.023480847477912903,0.006912440061569214,-0.01656840741634369,False,False,False
208,<start_of_turn>,0.026594579219818115,0.019201457500457764,-0.0073931217193603516,False,False,False
209,model,0.2607135772705078,0.022746562957763672,-0.23796701431274414,False,False,False
210,"
",0.033962249755859375,0.01706564426422119,-0.016896605491638184,False,False,False
